 RIN, Primary Key, Date Occurred, Time Occurred, Location, Area Command, Nature of Contact, Reason Desc, R2R Level,Master Subject ID, Subject Sex, Subject Race, Subject Ethnicity, Subject Conduct Desc, Subject Resistance, Weapon Used 1, Weapon Used 2,Weapon Used 3, Weapon Used 4, Weapon Used 5, Number Shots, Subject Effects, Effect on Officer, Officer Organization Desc, Officer Commission Date,Officer Yrs of Service, X-Coordinate, Y-Coordinate,CouncilDistrict
"154,842","201,580,171",01/08/2015 12:00:00 AM,0322,7908 CROFTWOOD DR,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,318899180: 201580171,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,03/22/2013 12:00:00 AM,2,"3,083,914","10,047,259",8
"154,805","201,590,153",01/09/2015 12:00:00 AM,0200,300 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459230750: 201590153,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EDGED WEAPON; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,155","10,070,604",9
"154,807","201,590,160",01/09/2015 12:00:00 AM,0442,5000 E CESAR CHAVEZ ST,CH,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,458813512: 201590160,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,05/30/2014 12:00:00 AM,1,"3,127,932","10,065,163",3
"154,808","201,590,173",01/09/2015 12:00:00 AM,0219,504 E 5TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,71566269: 201590173,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,830","10,070,051",9
"154,809","201,590,173",01/09/2015 12:00:00 AM,0219,504 E 5TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,71566269: 201590173,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 2 REG III HWY ENFORCEMENT,10/07/2011 12:00:00 AM,3,"3,115,830","10,070,051",9
"154,843","201,590,160",01/09/2015 12:00:00 AM,0210,5000 E CESAR CHAVEZ ST,CH,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,458813512: 201590160,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,07/13/2012 12:00:00 AM,2,"3,127,932","10,065,163",3
"154,879","201,591,669",01/09/2015 12:00:00 AM, ,1700 ROYAL HILL DR,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,219268923: 201591669,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 700 REG III PATROL,03/23/2012 12:00:00 AM,3,"3,114,825","10,056,116",3
"157,619","2,015,770,141",03/18/2015 12:00:00 AM,0130,400 W 6TH ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458791038: 2015770141,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,OTHER,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,113,185","10,071,110",9
"155,056","2,015,100,025",01/10/2015 12:00:00 AM, ,1030 NORWOOD PARK BLVD,ID,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,3,314641549: 2015100025,M,B,N,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,03/22/2013 12:00:00 AM,2,"3,129,997","10,096,983",4
"154,865","2,015,110,225",01/11/2015 12:00:00 AM,0247,1815 MARGARET ST,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,10748457: 2015110225,M,W,H,,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS MISSED-ENTER # SHOTS,CED - DRIVE STUN-ENTER # SHOTS,,,,2,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/07/2011 12:00:00 AM,3,"3,106,196","10,066,779",5
"154,880","2,015,110,225",01/11/2015 12:00:00 AM,0300,1815 MARGARET ST,DA,DISPATCHED CALL,NECESSARY TO DEFEND ANOTHER,2,10748457: 2015110225,M,W,H,,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/07/2011 12:00:00 AM,3,"3,106,196","10,066,779",5
"154,899","2,015,110,225",01/11/2015 12:00:00 AM,0848,1815 MARGARET ST,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,10748457: 2015110225,M,W,H,,EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,05/06/2013 12:00:00 AM,2,"3,106,196","10,066,779",5
"154,900","2,015,110,232",01/11/2015 12:00:00 AM,0254,600 SAN JACINTO BLVD,GE,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,459231551: 2015110232,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,04/23/2010 12:00:00 AM,5,"3,115,070","10,070,567",9
"154,901","2,015,110,232",01/11/2015 12:00:00 AM,0256,600 SAN JACINTO BLVD,GE,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,459231551: 2015110232,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,01/02/2009 12:00:00 AM,6,"3,115,070","10,070,567",9
"154,905","2,015,110,803",01/11/2015 12:00:00 AM,1700,12300 ABNEY DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,306512259: 2015110803,M,W,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 300 REG II PATROL,07/13/2012 12:00:00 AM,2,"3,101,895","10,135,069",6
"154,920","2,015,110,803",01/11/2015 12:00:00 AM,1700,12300 ABNEY DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,306512259: 2015110803,M,W,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 300 REG II PATROL,05/17/2013 12:00:00 AM,2,"3,101,895","10,135,069",6
"154,921","2,015,110,803",01/11/2015 12:00:00 AM,1700,12300 ABNEY DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,306512259: 2015110803,M,W,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 300 REG II PATROL,11/12/2010 12:00:00 AM,4,"3,101,895","10,135,069",6
"154,902","2,015,120,216",01/12/2015 12:00:00 AM, ,5204 BANTOM WOODS BND,CH,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459145215: 2015120216,F,B,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,03/23/2012 12:00:00 AM,3,"3,149,430","10,073,614",1
"154,903","2,015,120,216",01/12/2015 12:00:00 AM,0441,5204 BANTOM WOODS BND,CH,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459145215: 2015120216,F,B,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,11/22/2002 12:00:00 AM,12,"3,149,430","10,073,614",1
"154,904","2,015,120,216",01/12/2015 12:00:00 AM,0441,5204 BANTOM WOODS BND,CH,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459145215: 2015120216,F,B,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III PATROL,12/13/2013 12:00:00 AM,1,"3,149,430","10,073,614",1
"154,906","2,015,120,751",01/12/2015 12:00:00 AM,1330,500 BLOCK E 7TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459232012: 2015120751,M,B,N,,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,,GEORGE 100 REG I PATROL,06/27/2003 12:00:00 AM,12,"3,115,952","10,070,759",9
"154,919","2,015,120,161",01/12/2015 12:00:00 AM,0255,300 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,5006144: 2015120161,M,W,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,06/18/2004 12:00:00 AM,11,"3,115,155","10,070,604",9
"154,939","2,015,121,050",01/12/2015 12:00:00 AM,1530,LEVANDER LOOP / ED BLUESTEIN BLVD NB,CH,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,2,269355173: 2015121050,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,CED - PRONGS MISSED-ENTER # SHOTS,CED - DRIVE STUN-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,3,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,12/13/2013 12:00:00 AM,1,"3,131,459","10,064,305",3
"154,940","2,015,121,050",01/12/2015 12:00:00 AM,1530,LEVANDER LOOP / ED BLUESTEIN BLVD NB,CH,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,269355173: 2015121050,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE; OTHER,OTHER,,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,MINOR INJURY,CHARLIE 500 REG III PATROL,05/30/2014 12:00:00 AM,1,"3,131,459","10,064,305",3
"154,942","2,015,121,626",01/12/2015 12:00:00 AM,2210,500 E 7TH ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,3,131665030: 2015121626,M,B,N,,EMPTY HAND ACTIVE AGGRESSION,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I PATROL,03/23/2012 12:00:00 AM,3,"3,115,952","10,070,759",9
"154,943","2,015,121,404",01/12/2015 12:00:00 AM,2020,42 ESPINOSA DR,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,174199250: 2015121404,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 100 REG III PATROL,12/12/2014 12:00:00 AM,0,"3,132,938","10,052,749",2
"154,944","2,015,121,338",01/12/2015 12:00:00 AM,2021,6640 E US 290 HWY SVRD WB,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,167518835: 2015121338,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,03/23/2012 12:00:00 AM,3,"3,129,608","10,090,660",1
"154,959","2,015,121,404",01/12/2015 12:00:00 AM,2026,42 ESPINOSA DR,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458894516: 2015121404,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,04/23/2010 12:00:00 AM,5,"3,132,938","10,052,749",2
"154,960","2,015,121,404",01/12/2015 12:00:00 AM,2020,42 ESPINOSA DR,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,174199250: 2015121404,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,MINOR INJURY,HENRY 300 REG III PATROL,10/07/2011 12:00:00 AM,3,"3,132,938","10,052,749",2
"154,995","2,015,120,751",01/12/2015 12:00:00 AM,1330,500 BLOCK E 7TH ST,GE,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,3,459232012: 2015120751,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I PATROL,06/27/2003 12:00:00 AM,12,"3,115,952","10,070,759",9
"155,242","2,015,121,404",01/12/2015 12:00:00 AM,2026,42 ESPINOSA DR,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458894516: 2015121404,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,12/12/2014 12:00:00 AM,0,"3,132,938","10,052,749",2
"154,961","2,015,130,844",01/13/2015 12:00:00 AM, ,500 E 7TH ST,GE,VIEWED OFFENSE,OTHER (DOCUMENT IN SUPPLEMENT),3,334826892: 2015130844,M,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,952","10,070,759",9
"154,979","2,015,140,508",01/14/2015 12:00:00 AM,0930,9400 N IH 35 SB,ED,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,76087657: 2015140508,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,01/04/2008 12:00:00 AM,7,"3,130,788","10,104,005",4
"154,980","2,015,141,700",01/14/2015 12:00:00 AM,2306,5317 WELLINGTON DR,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,2,203948408: 2015141700,M,W,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EDGED WEAPON,CED - PRONGS-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,03/23/2012 12:00:00 AM,3,"3,132,173","10,083,754",1
"154,981","2,015,141,583",01/14/2015 12:00:00 AM,2139,107 JENNIFER LN,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,23,168887554: 2015141583,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,CED - PRONGS-ENTER # SHOTS,,,,4,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,10/07/2011 12:00:00 AM,3,"3,126,305","10,100,689",4
"154,984","2,015,140,965",01/14/2015 12:00:00 AM, ,2217 E STASSNEY LN,FR,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459141751: 2015140965,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,07/17/1998 12:00:00 AM,17,"3,110,982","10,043,479",2
"154,999","2,015,141,700",01/14/2015 12:00:00 AM,2306,5317 WELLINGTON DR,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,2,203948408: 2015141700,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EDGED WEAPON,CED - PRONGS-ENTER # SHOTS,,,,,2,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,01/04/2008 12:00:00 AM,7,"3,132,173","10,083,754",1
"155,000","2,015,141,700",01/14/2015 12:00:00 AM,2247,5317 WELLINGTON DR,ID,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,2,203948408: 2015141700,M,W,N,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EDGED WEAPON,CED - PRONGS-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,05/30/2014 12:00:00 AM,1,"3,132,173","10,083,754",1
"155,001","2,015,141,583",01/14/2015 12:00:00 AM,2139,107 JENNIFER LN,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,168887554: 2015141583,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,12/12/2014 12:00:00 AM,0,"3,126,305","10,100,689",4
"155,002","2,015,141,583",01/14/2015 12:00:00 AM,2139,107 JENNIFER LN,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,168887554: 2015141583,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,,2,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,03/21/2014 12:00:00 AM,1,"3,126,305","10,100,689",4
"155,003","2,015,141,583",01/14/2015 12:00:00 AM,2150,107 JENNIFER LN,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,168887554: 2015141583,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,11/30/2012 12:00:00 AM,2,"3,126,305","10,100,689",4
"155,004","2,015,141,401",01/14/2015 12:00:00 AM,1914,1100 E OLTORF ST,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,5041306: 2015141401,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,12/12/2014 12:00:00 AM,0,"3,113,907","10,059,041",9
"155,005","2,015,141,401",01/14/2015 12:00:00 AM,1924,1100 E OLTORF ST,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,5041306: 2015141401,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,HENRY 500 REG III PATROL,03/22/2013 12:00:00 AM,2,"3,113,907","10,059,041",9
"155,006","2,015,140,965",01/14/2015 12:00:00 AM, ,2217 E STASSNEY LN,FR,OTHER,"IN CUSTODY, MAINTAINING CONTROL",3,302385548: 2015140965,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,12/12/2014 12:00:00 AM,0,"3,110,982","10,043,479",2
"155,049","2,015,141,401",01/14/2015 12:00:00 AM,1914,1100 E OLTORF ST,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,5041306: 2015141401,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,10/07/2011 12:00:00 AM,3,"3,113,907","10,059,041",9
"156,802","2,015,141,501",01/14/2015 12:00:00 AM,1900,500 BASTROP HWY SB,HE,WARRANT SERVICE,NECESSARY TO EFFECT ARREST / DETENTION,2,458993582: 2015141501,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),CANINE - BITE,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,K9 PATROL SPECIAL OPS,10/23/1998 12:00:00 AM,16,"3,131,957","10,059,810",3
"154,982","2,015,151,124",01/15/2015 12:00:00 AM,1637,800 HUNTINGDON PL,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,51184870: 2015151124,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,03/23/2012 12:00:00 AM,3,"3,099,695","10,044,210",2
"156,003","2,015,391,544",02/08/2015 12:00:00 AM,2101,3708 S 2ND ST,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459219716: 2015391544,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,12/13/2013 12:00:00 AM,1,"3,105,726","10,056,729",3
"154,983","2,015,151,392",01/15/2015 12:00:00 AM,1905,7607 BLESSING AVE,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,177604178: 2015151392,M,B,N,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,11/30/2012 12:00:00 AM,2,"3,129,938","10,094,930",4
